sub,gamble_number,choice,choice_label,trial,value_A,value_B,prob_A,prob_B,ev_A,ev_B
3161,3,0,B,16,4000,3000,0.8,1,3200,3000
3161,9,0,B,17,-6000,-3000,0.45,0.9,-2700,-2700
3161,2,1,A,18,2500,2400,0.33,0.34,825,816.0000000000001
3162,2,1,A,1,2500,2400,0.33,0.34,825,816.0000000000001
3162,4,1,A,2,4000,3000,0.2,0.25,800,750
3162,8,1,A,3,-4000,-3000,0.2,0.25,-800,-750
3162,3,0,B,4,4000,3000,0.8,1,3200,3000
3162,6,1,A,5,6000,3000,1E-3,2E-3,6,6
3162,16,1,A,7,5000,5,1E-3,1,5,5
3162,5,0,B,8,6000,3000,0.45,0.9,2700,2700
3162,14,1,A,9,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3162,13,0,B,10,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3162,12,0,B,11,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3162,9,1,A,12,-6000,-3000,0.45,0.9,-2700,-2700
3162,7,1,A,13,-4000,-3000,0.8,1,-3200,-3000
3162,11,0,B,14,4000,3000,0.2,0.25,800,750
3162,10,1,A,15,-6000,-3000,1E-3,2E-3,-6,-6
3162,15,0,B,16,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3162,17,1,A,17,-5000,-5,1E-3,1,-5,-5
3162,1,0,B,18,"2500, 2400",2400,".33, .66",1,2409,2400
3163,7,1,A,1,-4000,-3000,0.8,1,-3200,-3000
3163,17,0,B,2,-5000,-5,1E-3,1,-5,-5
3163,1,0,B,3,"2500, 2400",2400,".33, .66",1,2409,2400
3163,2,0,B,4,2500,2400,0.33,0.34,825,816.0000000000001
3163,15,1,A,5,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3163,3,0,B,7,4000,3000,0.8,1,3200,3000
3163,5,0,B,8,6000,3000,0.45,0.9,2700,2700
3163,4,1,A,9,4000,3000,0.2,0.25,800,750
3163,16,1,A,10,5000,5,1E-3,1,5,5
3163,9,0,B,11,-6000,-3000,0.45,0.9,-2700,-2700
3163,8,1,A,12,-4000,-3000,0.2,0.25,-800,-750
3163,13,0,B,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3163,14,1,A,14,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3163,12,1,A,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3163,6,1,A,16,6000,3000,1E-3,2E-3,6,6
3163,11,0,B,17,4000,3000,0.2,0.25,800,750
3163,10,1,A,18,-6000,-3000,1E-3,2E-3,-6,-6
3164,2,0,B,1,2500,2400,0.33,0.34,825,816.0000000000001
3164,3,0,B,2,4000,3000,0.8,1,3200,3000
3164,15,1,A,3,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3164,11,1,A,4,4000,3000,0.2,0.25,800,750
3164,5,1,A,5,6000,3000,0.45,0.9,2700,2700
3164,12,0,B,7,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3164,8,1,A,8,-4000,-3000,0.2,0.25,-800,-750
3164,7,1,A,9,-4000,-3000,0.8,1,-3200,-3000
3164,16,1,A,10,5000,5,1E-3,1,5,5
3164,13,1,A,11,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3164,10,0,B,12,-6000,-3000,1E-3,2E-3,-6,-6
3164,9,1,A,13,-6000,-3000,0.45,0.9,-2700,-2700
3164,6,1,A,14,6000,3000,1E-3,2E-3,6,6
3164,17,0,B,15,-5000,-5,1E-3,1,-5,-5
3164,1,0,B,16,"2500, 2400",2400,".33, .66",1,2409,2400
3164,4,1,A,17,4000,3000,0.2,0.25,800,750
3164,14,1,A,18,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3165,6,1,A,1,6000,3000,1E-3,2E-3,6,6
3165,16,1,A,2,5000,5,1E-3,1,5,5
3165,14,1,A,3,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3165,1,0,B,4,"2500, 2400",2400,".33, .66",1,2409,2400
3165,3,0,B,5,4000,3000,0.8,1,3200,3000
3165,17,0,B,7,-5000,-5,1E-3,1,-5,-5
3165,2,0,B,8,2500,2400,0.33,0.34,825,816.0000000000001
3165,12,1,A,9,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3165,8,0,B,10,-4000,-3000,0.2,0.25,-800,-750
3165,10,0,B,11,-6000,-3000,1E-3,2E-3,-6,-6
3165,11,0,B,12,4000,3000,0.2,0.25,800,750
3165,4,1,A,13,4000,3000,0.2,0.25,800,750
3165,15,0,B,14,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3165,9,1,A,15,-6000,-3000,0.45,0.9,-2700,-2700
3165,7,1,A,16,-4000,-3000,0.8,1,-3200,-3000
3165,13,0,B,17,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3165,5,0,B,18,6000,3000,0.45,0.9,2700,2700
3166,1,0,B,1,"2500, 2400",2400,".33, .66",1,2409,2400
3166,8,0,B,2,-4000,-3000,0.2,0.25,-800,-750
3166,15,1,A,3,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3166,17,0,B,4,-5000,-5,1E-3,1,-5,-5
3166,10,0,B,5,-6000,-3000,1E-3,2E-3,-6,-6
3166,7,1,A,7,-4000,-3000,0.8,1,-3200,-3000
3166,6,0,B,8,6000,3000,1E-3,2E-3,6,6
3166,13,0,B,9,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3166,14,0,B,10,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3166,11,0,B,11,4000,3000,0.2,0.25,800,750
3166,16,1,A,12,5000,5,1E-3,1,5,5
3166,12,0,B,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3166,9,1,A,14,-6000,-3000,0.45,0.9,-2700,-2700
3166,5,0,B,15,6000,3000,0.45,0.9,2700,2700
3166,2,0,B,16,2500,2400,0.33,0.34,825,816.0000000000001
3166,4,0,B,17,4000,3000,0.2,0.25,800,750
3166,3,0,B,18,4000,3000,0.8,1,3200,3000
3167,2,0,B,1,2500,2400,0.33,0.34,825,816.0000000000001
3167,7,0,B,2,-4000,-3000,0.8,1,-3200,-3000
3167,8,1,A,3,-4000,-3000,0.2,0.25,-800,-750
3167,14,0,B,4,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3167,1,0,B,5,"2500, 2400",2400,".33, .66",1,2409,2400
3167,6,0,B,7,6000,3000,1E-3,2E-3,6,6
3167,17,0,B,8,-5000,-5,1E-3,1,-5,-5
3167,4,0,B,9,4000,3000,0.2,0.25,800,750
3167,11,0,B,10,4000,3000,0.2,0.25,800,750
3167,12,0,B,11,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3167,10,0,B,12,-6000,-3000,1E-3,2E-3,-6,-6
3167,5,0,B,13,6000,3000,0.45,0.9,2700,2700
3167,16,1,A,14,5000,5,1E-3,1,5,5
3167,13,0,B,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3167,9,1,A,16,-6000,-3000,0.45,0.9,-2700,-2700
3167,3,0,B,17,4000,3000,0.8,1,3200,3000
3167,15,1,A,18,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3168,11,0,B,1,4000,3000,0.2,0.25,800,750
3168,1,0,B,2,"2500, 2400",2400,".33, .66",1,2409,2400
3168,10,0,B,3,-6000,-3000,1E-3,2E-3,-6,-6
3168,16,1,A,4,5000,5,1E-3,1,5,5
3168,5,0,B,5,6000,3000,0.45,0.9,2700,2700
3168,8,1,A,7,-4000,-3000,0.2,0.25,-800,-750
3168,14,NA,NA,8,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3168,6,1,A,9,6000,3000,1E-3,2E-3,6,6
3168,12,0,B,10,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3168,15,1,A,11,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3168,9,1,A,12,-6000,-3000,0.45,0.9,-2700,-2700
3168,4,0,B,13,4000,3000,0.2,0.25,800,750
3168,3,0,B,14,4000,3000,0.8,1,3200,3000
3168,13,1,A,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3168,17,0,B,16,-5000,-5,1E-3,1,-5,-5
3168,2,1,A,17,2500,2400,0.33,0.34,825,816.0000000000001
3168,7,1,A,18,-4000,-3000,0.8,1,-3200,-3000
3169,4,0,B,1,4000,3000,0.2,0.25,800,750
3169,8,1,A,2,-4000,-3000,0.2,0.25,-800,-750
3169,5,0,B,3,6000,3000,0.45,0.9,2700,2700
3169,17,1,A,4,-5000,-5,1E-3,1,-5,-5
3169,12,1,A,5,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3169,15,1,A,7,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3169,6,1,A,8,6000,3000,1E-3,2E-3,6,6
3169,2,1,A,9,2500,2400,0.33,0.34,825,816.0000000000001
3169,10,0,B,10,-6000,-3000,1E-3,2E-3,-6,-6
3169,11,1,A,11,4000,3000,0.2,0.25,800,750
3169,13,1,A,12,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3169,1,1,A,13,"2500, 2400",2400,".33, .66",1,2409,2400
3169,14,1,A,14,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3169,3,1,A,15,4000,3000,0.8,1,3200,3000
3169,7,1,A,16,-4000,-3000,0.8,1,-3200,-3000
3169,16,0,B,17,5000,5,1E-3,1,5,5
3169,9,1,A,18,-6000,-3000,0.45,0.9,-2700,-2700
3170,12,0,B,1,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3170,5,0,B,2,6000,3000,0.45,0.9,2700,2700
3170,2,1,A,3,2500,2400,0.33,0.34,825,816.0000000000001
3170,16,0,B,4,5000,5,1E-3,1,5,5
3170,4,1,A,5,4000,3000,0.2,0.25,800,750
3170,11,0,B,7,4000,3000,0.2,0.25,800,750
3170,7,1,A,8,-4000,-3000,0.8,1,-3200,-3000
3170,1,0,B,9,"2500, 2400",2400,".33, .66",1,2409,2400
3170,15,NA,NA,10,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3170,14,NA,NA,11,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3170,17,1,A,12,-5000,-5,1E-3,1,-5,-5
3170,13,1,A,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3170,3,0,B,14,4000,3000,0.8,1,3200,3000
3170,9,1,A,15,-6000,-3000,0.45,0.9,-2700,-2700
3170,6,1,A,16,6000,3000,1E-3,2E-3,6,6
3170,10,1,A,17,-6000,-3000,1E-3,2E-3,-6,-6
3170,8,1,A,18,-4000,-3000,0.2,0.25,-800,-750
3171,3,0,B,1,4000,3000,0.8,1,3200,3000
3171,17,0,B,2,-5000,-5,1E-3,1,-5,-5
3171,1,0,B,3,"2500, 2400",2400,".33, .66",1,2409,2400
3171,8,1,A,4,-4000,-3000,0.2,0.25,-800,-750
3171,14,NA,NA,5,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3171,6,1,A,7,6000,3000,1E-3,2E-3,6,6
3171,12,0,B,8,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3171,10,1,A,9,-6000,-3000,1E-3,2E-3,-6,-6
3171,11,0,B,10,4000,3000,0.2,0.25,800,750
3171,16,0,B,11,5000,5,1E-3,1,5,5
3171,5,0,B,12,6000,3000,0.45,0.9,2700,2700
3171,13,1,A,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3171,7,1,A,14,-4000,-3000,0.8,1,-3200,-3000
3171,4,1,A,15,4000,3000,0.2,0.25,800,750
3171,2,0,B,16,2500,2400,0.33,0.34,825,816.0000000000001
3171,9,1,A,17,-6000,-3000,0.45,0.9,-2700,-2700
3171,15,1,A,18,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3172,14,1,A,1,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3172,4,0,B,2,4000,3000,0.2,0.25,800,750
3172,5,0,B,3,6000,3000,0.45,0.9,2700,2700
3172,10,0,B,4,-6000,-3000,1E-3,2E-3,-6,-6
3172,1,0,B,5,"2500, 2400",2400,".33, .66",1,2409,2400
3172,12,0,B,7,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3172,9,0,B,8,-6000,-3000,0.45,0.9,-2700,-2700
3172,16,0,B,9,5000,5,1E-3,1,5,5
3172,7,1,A,10,-4000,-3000,0.8,1,-3200,-3000
3172,17,1,A,11,-5000,-5,1E-3,1,-5,-5
3172,3,0,B,12,4000,3000,0.8,1,3200,3000
3172,8,1,A,13,-4000,-3000,0.2,0.25,-800,-750
3172,15,NA,NA,14,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3172,6,1,A,15,6000,3000,1E-3,2E-3,6,6
3172,13,1,A,16,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3172,11,0,B,17,4000,3000,0.2,0.25,800,750
3172,2,1,A,18,2500,2400,0.33,0.34,825,816.0000000000001
3173,12,0,B,1,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3173,7,1,A,2,-4000,-3000,0.8,1,-3200,-3000
3173,1,0,B,3,"2500, 2400",2400,".33, .66",1,2409,2400
3173,10,1,A,4,-6000,-3000,1E-3,2E-3,-6,-6
3173,11,0,B,5,4000,3000,0.2,0.25,800,750
3173,9,1,A,7,-6000,-3000,0.45,0.9,-2700,-2700
3173,3,0,B,8,4000,3000,0.8,1,3200,3000
3173,5,0,B,9,6000,3000,0.45,0.9,2700,2700
3173,6,0,B,10,6000,3000,1E-3,2E-3,6,6
3173,8,1,A,11,-4000,-3000,0.2,0.25,-800,-750
3173,4,0,B,12,4000,3000,0.2,0.25,800,750
3173,2,0,B,13,2500,2400,0.33,0.34,825,816.0000000000001
3173,13,0,B,14,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3173,14,NA,NA,15,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3173,15,NA,NA,16,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3173,17,0,B,17,-5000,-5,1E-3,1,-5,-5
3173,16,0,B,18,5000,5,1E-3,1,5,5
3174,14,NA,NA,1,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3174,9,1,A,2,-6000,-3000,0.45,0.9,-2700,-2700
3174,16,1,A,3,5000,5,1E-3,1,5,5
3174,7,1,A,4,-4000,-3000,0.8,1,-3200,-3000
3174,2,1,A,5,2500,2400,0.33,0.34,825,816.0000000000001
3174,17,1,A,7,-5000,-5,1E-3,1,-5,-5
3174,10,0,B,8,-6000,-3000,1E-3,2E-3,-6,-6
3174,5,0,B,9,6000,3000,0.45,0.9,2700,2700
3174,15,1,A,10,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3174,11,0,B,11,4000,3000,0.2,0.25,800,750
3174,3,0,B,12,4000,3000,0.8,1,3200,3000
3174,13,1,A,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3174,12,1,A,14,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3174,1,0,B,15,"2500, 2400",2400,".33, .66",1,2409,2400
3174,8,1,A,16,-4000,-3000,0.2,0.25,-800,-750
3174,6,1,A,17,6000,3000,1E-3,2E-3,6,6
3174,4,0,B,18,4000,3000,0.2,0.25,800,750
3175,6,0,B,1,6000,3000,1E-3,2E-3,6,6
3175,12,0,B,2,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3175,10,1,A,3,-6000,-3000,1E-3,2E-3,-6,-6
3175,15,1,A,4,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3175,8,1,A,5,-4000,-3000,0.2,0.25,-800,-750
3175,1,0,B,7,"2500, 2400",2400,".33, .66",1,2409,2400
3175,2,1,A,8,2500,2400,0.33,0.34,825,816.0000000000001
3175,9,1,A,9,-6000,-3000,0.45,0.9,-2700,-2700
3175,13,1,A,10,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3175,11,0,B,11,4000,3000,0.2,0.25,800,750
3175,5,0,B,12,6000,3000,0.45,0.9,2700,2700
3175,7,0,B,13,-4000,-3000,0.8,1,-3200,-3000
3175,3,0,B,14,4000,3000,0.8,1,3200,3000
3175,16,1,A,15,5000,5,1E-3,1,5,5
3175,14,1,A,16,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3175,4,1,A,17,4000,3000,0.2,0.25,800,750
3175,17,1,A,18,-5000,-5,1E-3,1,-5,-5
3176,8,0,B,1,-4000,-3000,0.2,0.25,-800,-750
3176,12,0,B,2,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3176,3,0,B,3,4000,3000,0.8,1,3200,3000
3176,5,0,B,4,6000,3000,0.45,0.9,2700,2700
3176,14,NA,NA,5,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3176,17,1,A,7,-5000,-5,1E-3,1,-5,-5
3176,7,0,B,8,-4000,-3000,0.8,1,-3200,-3000
3176,16,0,B,9,5000,5,1E-3,1,5,5
3176,6,0,B,10,6000,3000,1E-3,2E-3,6,6
3176,1,0,B,11,"2500, 2400",2400,".33, .66",1,2409,2400
3176,10,0,B,12,-6000,-3000,1E-3,2E-3,-6,-6
3176,13,1,A,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3176,11,0,B,14,4000,3000,0.2,0.25,800,750
3176,2,1,A,15,2500,2400,0.33,0.34,825,816.0000000000001
3176,15,NA,NA,16,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3176,4,0,B,17,4000,3000,0.2,0.25,800,750
3176,9,0,B,18,-6000,-3000,0.45,0.9,-2700,-2700
3177,8,1,A,1,-4000,-3000,0.2,0.25,-800,-750
3177,5,0,B,2,6000,3000,0.45,0.9,2700,2700
3177,15,1,A,3,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3177,13,1,A,4,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3177,7,1,A,5,-4000,-3000,0.8,1,-3200,-3000
3177,17,1,A,7,-5000,-5,1E-3,1,-5,-5
3177,1,0,B,8,"2500, 2400",2400,".33, .66",1,2409,2400
3177,10,1,A,9,-6000,-3000,1E-3,2E-3,-6,-6
3177,2,1,A,10,2500,2400,0.33,0.34,825,816.0000000000001
3177,14,NA,NA,11,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3177,6,1,A,12,6000,3000,1E-3,2E-3,6,6
3177,4,0,B,13,4000,3000,0.2,0.25,800,750
3177,11,0,B,14,4000,3000,0.2,0.25,800,750
3177,9,1,A,15,-6000,-3000,0.45,0.9,-2700,-2700
3177,12,0,B,16,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3177,16,1,A,17,5000,5,1E-3,1,5,5
3177,3,1,A,18,4000,3000,0.8,1,3200,3000
3178,12,0,B,1,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3178,3,0,B,2,4000,3000,0.8,1,3200,3000
3178,13,1,A,3,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3178,7,1,A,4,-4000,-3000,0.8,1,-3200,-3000
3178,4,1,A,5,4000,3000,0.2,0.25,800,750
3178,5,0,B,7,6000,3000,0.45,0.9,2700,2700
3178,16,1,A,8,5000,5,1E-3,1,5,5
3178,6,1,A,9,6000,3000,1E-3,2E-3,6,6
3178,8,1,A,10,-4000,-3000,0.2,0.25,-800,-750
3178,11,0,B,11,4000,3000,0.2,0.25,800,750
3178,1,0,B,12,"2500, 2400",2400,".33, .66",1,2409,2400
3178,10,0,B,13,-6000,-3000,1E-3,2E-3,-6,-6
3178,15,1,A,14,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3178,14,NA,NA,15,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3178,17,1,A,16,-5000,-5,1E-3,1,-5,-5
3178,9,1,A,17,-6000,-3000,0.45,0.9,-2700,-2700
3178,2,1,A,18,2500,2400,0.33,0.34,825,816.0000000000001
3179,6,0,B,1,6000,3000,1E-3,2E-3,6,6
3179,13,1,A,2,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3179,5,1,A,3,6000,3000,0.45,0.9,2700,2700
3179,3,0,B,4,4000,3000,0.8,1,3200,3000
3179,10,1,A,5,-6000,-3000,1E-3,2E-3,-6,-6
3179,4,0,B,7,4000,3000,0.2,0.25,800,750
3179,11,1,A,8,4000,3000,0.2,0.25,800,750
3179,1,0,B,9,"2500, 2400",2400,".33, .66",1,2409,2400
3179,9,0,B,10,-6000,-3000,0.45,0.9,-2700,-2700
3179,15,1,A,11,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3179,16,0,B,12,5000,5,1E-3,1,5,5
3179,7,1,A,13,-4000,-3000,0.8,1,-3200,-3000
3179,8,0,B,14,-4000,-3000,0.2,0.25,-800,-750
3179,17,0,B,15,-5000,-5,1E-3,1,-5,-5
3179,14,1,A,16,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3179,2,0,B,17,2500,2400,0.33,0.34,825,816.0000000000001
3179,12,1,A,18,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3180,13,1,A,1,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3180,3,0,B,2,4000,3000,0.8,1,3200,3000
3180,8,0,B,3,-4000,-3000,0.2,0.25,-800,-750
3180,2,1,A,4,2500,2400,0.33,0.34,825,816.0000000000001
3180,7,1,A,5,-4000,-3000,0.8,1,-3200,-3000
3180,6,1,A,7,6000,3000,1E-3,2E-3,6,6
3180,5,1,A,8,6000,3000,0.45,0.9,2700,2700
3180,9,0,B,9,-6000,-3000,0.45,0.9,-2700,-2700
3180,15,1,A,10,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3180,17,0,B,11,-5000,-5,1E-3,1,-5,-5
3180,11,1,A,12,4000,3000,0.2,0.25,800,750
3180,10,1,A,13,-6000,-3000,1E-3,2E-3,-6,-6
3180,16,1,A,14,5000,5,1E-3,1,5,5
3180,4,1,A,15,4000,3000,0.2,0.25,800,750
3180,12,1,A,16,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3180,14,1,A,17,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3180,1,1,A,18,"2500, 2400",2400,".33, .66",1,2409,2400
3181,10,1,A,1,-6000,-3000,1E-3,2E-3,-6,-6
3181,6,1,A,2,6000,3000,1E-3,2E-3,6,6
3181,2,1,A,3,2500,2400,0.33,0.34,825,816.0000000000001
3181,1,0,B,4,"2500, 2400",2400,".33, .66",1,2409,2400
3181,17,1,A,5,-5000,-5,1E-3,1,-5,-5
3181,7,1,A,7,-4000,-3000,0.8,1,-3200,-3000
3181,8,1,A,8,-4000,-3000,0.2,0.25,-800,-750
3181,13,1,A,9,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3181,14,NA,NA,10,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3181,3,0,B,11,4000,3000,0.8,1,3200,3000
3181,9,1,A,12,-6000,-3000,0.45,0.9,-2700,-2700
3181,5,0,B,13,6000,3000,0.45,0.9,2700,2700
3181,16,0,B,14,5000,5,1E-3,1,5,5
3181,4,1,A,15,4000,3000,0.2,0.25,800,750
3181,15,1,A,16,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3181,11,0,B,17,4000,3000,0.2,0.25,800,750
3181,12,0,B,18,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3182,17,0,B,1,-5000,-5,1E-3,1,-5,-5
3182,9,0,B,2,-6000,-3000,0.45,0.9,-2700,-2700
3182,3,0,B,3,4000,3000,0.8,1,3200,3000
3182,8,0,B,4,-4000,-3000,0.2,0.25,-800,-750
3182,1,1,A,5,"2500, 2400",2400,".33, .66",1,2409,2400
3182,10,0,B,7,-6000,-3000,1E-3,2E-3,-6,-6
3182,14,NA,NA,8,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3182,15,1,A,9,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3182,7,0,B,10,-4000,-3000,0.8,1,-3200,-3000
3182,16,1,A,11,5000,5,1E-3,1,5,5
3182,11,0,B,12,4000,3000,0.2,0.25,800,750
3182,13,0,B,13,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3182,6,1,A,14,6000,3000,1E-3,2E-3,6,6
3182,5,0,B,15,6000,3000,0.45,0.9,2700,2700
3182,4,0,B,16,4000,3000,0.2,0.25,800,750
3182,2,1,A,17,2500,2400,0.33,0.34,825,816.0000000000001
3182,12,0,B,18,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3183,12,0,B,1,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3183,17,1,A,2,-5000,-5,1E-3,1,-5,-5
3183,11,0,B,3,4000,3000,0.2,0.25,800,750
3183,8,1,A,4,-4000,-3000,0.2,0.25,-800,-750
3183,10,0,B,5,-6000,-3000,1E-3,2E-3,-6,-6
3183,5,0,B,7,6000,3000,0.45,0.9,2700,2700
3183,4,0,B,8,4000,3000,0.2,0.25,800,750
3183,6,1,A,9,6000,3000,1E-3,2E-3,6,6
3183,7,1,A,10,-4000,-3000,0.8,1,-3200,-3000
3183,15,0,B,11,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3183,16,1,A,12,5000,5,1E-3,1,5,5
3183,1,0,B,13,"2500, 2400",2400,".33, .66",1,2409,2400
3183,9,0,B,14,-6000,-3000,0.45,0.9,-2700,-2700
3183,13,0,B,15,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3183,14,0,B,16,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3183,2,0,B,17,2500,2400,0.33,0.34,825,816.0000000000001
3183,3,0,B,18,4000,3000,0.8,1,3200,3000
3184,5,0,B,1,6000,3000,0.45,0.9,2700,2700
3184,3,0,B,2,4000,3000,0.8,1,3200,3000
3184,13,1,A,3,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3184,7,1,A,4,-4000,-3000,0.8,1,-3200,-3000
3184,1,0,B,5,"2500, 2400",2400,".33, .66",1,2409,2400
3184,17,0,B,7,-5000,-5,1E-3,1,-5,-5
3184,16,0,B,8,5000,5,1E-3,1,5,5
3184,2,1,A,9,2500,2400,0.33,0.34,825,816.0000000000001
3184,15,0,B,10,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3184,8,0,B,11,-4000,-3000,0.2,0.25,-800,-750
3184,11,0,B,12,4000,3000,0.2,0.25,800,750
3184,4,0,B,13,4000,3000,0.2,0.25,800,750
3184,9,0,B,14,-6000,-3000,0.45,0.9,-2700,-2700
3184,6,1,A,15,6000,3000,1E-3,2E-3,6,6
3184,10,0,B,16,-6000,-3000,1E-3,2E-3,-6,-6
3184,12,0,B,17,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3184,14,1,A,18,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3185,15,1,A,1,-6000,"-4000, -2000",0.25,"0.25, 0.25",-1500,-1500
3185,7,1,A,2,-4000,-3000,0.8,1,-3200,-3000
3185,5,0,B,3,6000,3000,0.45,0.9,2700,2700
3185,3,0,B,4,4000,3000,0.8,1,3200,3000
3185,17,1,A,5,-5000,-5,1E-3,1,-5,-5
3185,4,1,A,7,4000,3000,0.2,0.25,800,750
3185,14,1,A,8,6000,"4000, 2000",0.25,"0.25, 0.25",1500,1500
3185,16,1,A,9,5000,5,1E-3,1,5,5
3185,13,1,A,10,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3185,12,1,A,11,"1000, 2000",1500,"0.5, 0.5",1,1500,1500
3185,8,1,A,12,-4000,-3000,0.2,0.25,-800,-750
3185,11,0,B,13,4000,3000,0.2,0.25,800,750
